I, [2024-10-08T00:10:59.796593 #54012]  INFO -- : Processed file: Products saved to data.json
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Samsung Galaxy A55 A556 5G 8/256GB Awesome Lilac, Price: 18399, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/877207-smartfon-samsung-galaxy-a55-a556-5g-8-256gb-awesome-lilac, Image: https://img.mta.ua/image/cache/data/foto/z877/877207/photos/Samsung-Galaxy-A55-A556-5G-8256GB-90-Awesome-Lilac-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Samsung Galaxy A55 A556 5G 8/256GB Awesome Lilac, Price: 18399, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/877207-smartfon-samsung-galaxy-a55-a556-5g-8-256gb-awesome-lilac, Image: https://img.mta.ua/image/cache/data/foto/z877/877207/photos/Samsung-Galaxy-A55-A556-5G-8256GB-90-Awesome-Lilac-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Apple iPhone 15 Pro Max 256GB Black Titanium, Price: 52399, Cashback: 262, Link: https://mta.ua/telefoni-ta-smartfoni/827114-smartfon-apple-iphone-15-pro-max-256gb-black-titanium, Image: https://img.mta.ua/image/cache/data/foto/z827/827114/photos/Apple-iPhone-15-Pro-Max-256GB-88-Black-Titanium-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Apple iPhone 15 Pro Max 256GB Black Titanium, Price: 52399, Cashback: 262, Link: https://mta.ua/telefoni-ta-smartfoni/827114-smartfon-apple-iphone-15-pro-max-256gb-black-titanium, Image: https://img.mta.ua/image/cache/data/foto/z827/827114/photos/Apple-iPhone-15-Pro-Max-256GB-88-Black-Titanium-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Oukitel WP30 Pro 12/512GB Black, Price: 15799, Cashback: 118, Link: https://mta.ua/telefoni-ta-smartfoni/862920-smartfon-oukitel-wp30-pro-12-512gb-black, Image: https://img.mta.ua/image/cache/data/foto/z862/862920/photos/Oukitel-WP30-Pro-12512GB-38-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Oukitel WP30 Pro 12/512GB Black, Price: 15799, Cashback: 118, Link: https://mta.ua/telefoni-ta-smartfoni/862920-smartfon-oukitel-wp30-pro-12-512gb-black, Image: https://img.mta.ua/image/cache/data/foto/z862/862920/photos/Oukitel-WP30-Pro-12512GB-38-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Google Pixel 7 Pro 12/128GB Snow Global, Price: 17689, Cashback: 133, Link: https://mta.ua/telefoni-ta-smartfoni/722495-smartfon-google-pixel-7-pro-12-128gb-snow, Image: https://img.mta.ua/image/cache/data/foto/z722/722495/photos/Google-Pixel-7-Pro-12128GB-38-Snow-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Google Pixel 7 Pro 12/128GB Snow Global, Price: 17689, Cashback: 133, Link: https://mta.ua/telefoni-ta-smartfoni/722495-smartfon-google-pixel-7-pro-12-128gb-snow, Image: https://img.mta.ua/image/cache/data/foto/z722/722495/photos/Google-Pixel-7-Pro-12128GB-38-Snow-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Nothing Phone (2a) 5G 12/256GB Black, Price: 15399, Cashback: 115, Link: https://mta.ua/telefoni-ta-smartfoni/882122-smartfon-nothing-phone-2a-5g-12-256gb-black, Image: https://img.mta.ua/image/cache/data/foto/z882/882122/photos/Nothing-Phone-2a-5G-12256GB-38-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Nothing Phone (2a) 5G 12/256GB Black, Price: 15399, Cashback: 115, Link: https://mta.ua/telefoni-ta-smartfoni/882122-smartfon-nothing-phone-2a-5g-12-256gb-black, Image: https://img.mta.ua/image/cache/data/foto/z882/882122/photos/Nothing-Phone-2a-5G-12256GB-38-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Xiaomi Redmi Note 13 Pro 8/256GB Forest Green Global, Price: 9999, Cashback: 75, Link: https://mta.ua/telefoni-ta-smartfoni/866961-smartfon-xiaomi-redmi-note-13-pro-8-256gb-forest-green-global, Image: https://img.mta.ua/image/cache/data/foto/z866/866961/photos/Xiaomi-Redmi-Note-13-Pro-8256GB-13-Forest-Green-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Xiaomi Redmi Note 13 Pro 8/256GB Forest Green Global, Price: 9999, Cashback: 75, Link: https://mta.ua/telefoni-ta-smartfoni/866961-smartfon-xiaomi-redmi-note-13-pro-8-256gb-forest-green-global, Image: https://img.mta.ua/image/cache/data/foto/z866/866961/photos/Xiaomi-Redmi-Note-13-Pro-8256GB-13-Forest-Green-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Samsung Galaxy S24 S921 8/256GB Marble Gray, Price: 34999, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/860865-smartfon-samsung-galaxy-s24-s921-8-256gb-marble-gray, Image: https://img.mta.ua/image/cache/data/foto/z860/860865/photos/Samsung-Galaxy-S24-S921-8256GB-24-Marble-Gray-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Samsung Galaxy S24 S921 8/256GB Marble Gray, Price: 34999, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/860865-smartfon-samsung-galaxy-s24-s921-8-256gb-marble-gray, Image: https://img.mta.ua/image/cache/data/foto/z860/860865/photos/Samsung-Galaxy-S24-S921-8256GB-24-Marble-Gray-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Oukitel WP27 12/256GB Camouflage, Price: 9089, Cashback: 68, Link: https://mta.ua/telefoni-ta-smartfoni/842398-smartfon-oukitel-wp27-12-256gb-camouflage, Image: https://img.mta.ua/image/cache/data/foto/z842/842398/photos/Oukitel-WP27-12256GB-00-Camouflage-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Oukitel WP27 12/256GB Camouflage, Price: 9089, Cashback: 68, Link: https://mta.ua/telefoni-ta-smartfoni/842398-smartfon-oukitel-wp27-12-256gb-camouflage, Image: https://img.mta.ua/image/cache/data/foto/z842/842398/photos/Oukitel-WP27-12256GB-00-Camouflage-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон OnePlus 12 12/256GB Silky Black (CN with Global ROM), Price: 32499, Cashback: 162, Link: https://mta.ua/telefoni-ta-smartfoni/874173-smartfon-oneplus-12-12-256gb-silky-black-cn-with-global-rom, Image: https://img.mta.ua/image/cache/data/foto/z874/874173/photos/OnePlus-12-12256GB-88-Silky-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон OnePlus 12 12/256GB Silky Black (CN with Global ROM), Price: 32499, Cashback: 162, Link: https://mta.ua/telefoni-ta-smartfoni/874173-smartfon-oneplus-12-12-256gb-silky-black-cn-with-global-rom, Image: https://img.mta.ua/image/cache/data/foto/z874/874173/photos/OnePlus-12-12256GB-88-Silky-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Google Pixel 8 8/128GB Rose Global, Price: 22099, Cashback: 110, Link: https://mta.ua/telefoni-ta-smartfoni/842776-smartfon-google-pixel-8-8-128gb-rose-global, Image: https://img.mta.ua/image/cache/data/foto/z842/842776/photos/Google-Pixel-8-8128GB-60-Rose-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Google Pixel 8 8/128GB Rose Global, Price: 22099, Cashback: 110, Link: https://mta.ua/telefoni-ta-smartfoni/842776-smartfon-google-pixel-8-8-128gb-rose-global, Image: https://img.mta.ua/image/cache/data/foto/z842/842776/photos/Google-Pixel-8-8128GB-60-Rose-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Xiaomi Redmi Note 13 6/128GB Midnight Black (Global), Price: 6999, Cashback: 52, Link: https://mta.ua/telefoni-ta-smartfoni/866617-smartfon-xiaomi-redmi-note-13-6-128gb-midnight-black-global, Image: https://img.mta.ua/image/cache/data/foto/z866/866617/photos/Xiaomi-Redmi-Note-13-6128GB-38-Midnight-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Xiaomi Redmi Note 13 6/128GB Midnight Black (Global), Price: 6999, Cashback: 52, Link: https://mta.ua/telefoni-ta-smartfoni/866617-smartfon-xiaomi-redmi-note-13-6-128gb-midnight-black-global, Image: https://img.mta.ua/image/cache/data/foto/z866/866617/photos/Xiaomi-Redmi-Note-13-6128GB-38-Midnight-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Apple iPhone 13 128GB Blue, Price: 22599, Cashback: 113, Link: https://mta.ua/telefoni-ta-smartfoni/492983-smartfon-apple-iphone-13-128gb-blue, Image: https://img.mta.ua/image/cache/data/foto/z492/492983/photos/Apple-iPhone-13-128GB-60-Blue-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Apple iPhone 13 128GB Blue, Price: 22599, Cashback: 113, Link: https://mta.ua/telefoni-ta-smartfoni/492983-smartfon-apple-iphone-13-128gb-blue, Image: https://img.mta.ua/image/cache/data/foto/z492/492983/photos/Apple-iPhone-13-128GB-60-Blue-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Motorola Moto G04 4/64GB Concord black (PB130020RS), Price: 3899, Cashback: 39, Link: https://mta.ua/telefoni-ta-smartfoni/936120-smartfon-motorola-moto-g04-4-64gb-concord-black-pb130020rs, Image: https://img.mta.ua/image/cache/data/foto/z936/936120/photos/Motorola-Moto-G04-464GB-72-Concord-black-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Motorola Moto G04 4/64GB Concord black (PB130020RS), Price: 3899, Cashback: 39, Link: https://mta.ua/telefoni-ta-smartfoni/936120-smartfon-motorola-moto-g04-4-64gb-concord-black-pb130020rs, Image: https://img.mta.ua/image/cache/data/foto/z936/936120/photos/Motorola-Moto-G04-464GB-72-Concord-black-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Samsung Galaxy A35 A356 5G 8/256GB Awesome Ice Blue, Price: 13899, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/877195-smartfon-samsung-galaxy-a35-a356-5g-8-256gb-awesome-ice-blue, Image: https://img.mta.ua/image/cache/data/foto/z877/877195/photos/Samsung-Galaxy-A35-A356-5G-8256GB-90-Awesome-Ice-Blue-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Samsung Galaxy A35 A356 5G 8/256GB Awesome Ice Blue, Price: 13899, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/877195-smartfon-samsung-galaxy-a35-a356-5g-8-256gb-awesome-ice-blue, Image: https://img.mta.ua/image/cache/data/foto/z877/877195/photos/Samsung-Galaxy-A35-A356-5G-8256GB-90-Awesome-Ice-Blue-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Oukitel WP36 8/128GB Black, Price: 5899, Cashback: 44, Link: https://mta.ua/telefoni-ta-smartfoni/892603-smartfon-oukitel-wp36-8-128gb-black, Image: https://img.mta.ua/image/cache/data/foto/z892/892603/photos/Oukitel-WP36-8128GB-29-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Oukitel WP36 8/128GB Black, Price: 5899, Cashback: 44, Link: https://mta.ua/telefoni-ta-smartfoni/892603-smartfon-oukitel-wp36-8-128gb-black, Image: https://img.mta.ua/image/cache/data/foto/z892/892603/photos/Oukitel-WP36-8128GB-29-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Google Pixel 7 8/128GB Snow Global, Price: 14789, Cashback: 111, Link: https://mta.ua/telefoni-ta-smartfoni/712457-smartfon-google-pixel-7-8-128gb-snow, Image: https://img.mta.ua/image/cache/data/foto/z712/712457/photos/Google-Pixel-7-8128GB-88-Snow-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Google Pixel 7 8/128GB Snow Global, Price: 14789, Cashback: 111, Link: https://mta.ua/telefoni-ta-smartfoni/712457-smartfon-google-pixel-7-8-128gb-snow, Image: https://img.mta.ua/image/cache/data/foto/z712/712457/photos/Google-Pixel-7-8128GB-88-Snow-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Xiaomi Poco M5s 4/128GB Gray (Global), Price: 4899, Cashback: 49, Link: https://mta.ua/telefoni-ta-smartfoni/694452-smartfon-xiaomi-poco-m5s-4-128gb-gray, Image: https://img.mta.ua/image/cache/data/foto/z694/694452/photos/Xiaomi-Poco-M5s-4128GB-38-Gray-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Xiaomi Poco M5s 4/128GB Gray (Global), Price: 4899, Cashback: 49, Link: https://mta.ua/telefoni-ta-smartfoni/694452-smartfon-xiaomi-poco-m5s-4-128gb-gray, Image: https://img.mta.ua/image/cache/data/foto/z694/694452/photos/Xiaomi-Poco-M5s-4128GB-38-Gray-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Sony Xperia 10 VI XQ-ES72 8/128GB Blue, Price: 13499, Cashback: 101, Link: https://mta.ua/telefoni-ta-smartfoni/918477-smartfon-sony-xperia-10-vi-xq-es72-8-128gb-blue, Image: https://img.mta.ua/image/cache/data/foto/z918/918477/photos/Sony-Xperia-10-VI-XQES72-8128GB-03-Blue-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Sony Xperia 10 VI XQ-ES72 8/128GB Blue, Price: 13499, Cashback: 101, Link: https://mta.ua/telefoni-ta-smartfoni/918477-smartfon-sony-xperia-10-vi-xq-es72-8-128gb-blue, Image: https://img.mta.ua/image/cache/data/foto/z918/918477/photos/Sony-Xperia-10-VI-XQES72-8128GB-03-Blue-01-228x228.jpg, Scraped At: 2024-11-09T13:53:19Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Oukitel WP22 8/256GB Black, Price: 7599, Cashback: 57, Link: https://mta.ua/telefoni-ta-smartfoni/771820-smartfon-oukitel-wp22-8-256gb-black, Image: https://img.mta.ua/image/cache/data/foto/z771/771820/photos/Oukitel-WP22-8256GB-88-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Oukitel WP22 8/256GB Black, Price: 7599, Cashback: 57, Link: https://mta.ua/telefoni-ta-smartfoni/771820-smartfon-oukitel-wp22-8-256gb-black, Image: https://img.mta.ua/image/cache/data/foto/z771/771820/photos/Oukitel-WP22-8256GB-88-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Xiaomi POCO F6 12/512GB Black (Global), Price: 19999, Cashback: 150, Link: https://mta.ua/telefoni-ta-smartfoni/909467-smartfon-xiaomi-poco-f6-12-512gb-black-global, Image: https://img.mta.ua/image/cache/data/foto/z909/909467/photos/Xiaomi-POCO-F6-12512GB-27-Black-02-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Xiaomi POCO F6 12/512GB Black (Global), Price: 19999, Cashback: 150, Link: https://mta.ua/telefoni-ta-smartfoni/909467-smartfon-xiaomi-poco-f6-12-512gb-black-global, Image: https://img.mta.ua/image/cache/data/foto/z909/909467/photos/Xiaomi-POCO-F6-12512GB-27-Black-02-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Samsung Galaxy A05 A055 4/128GB Light Green, Price: 4699, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/843409-smartfon-samsung-galaxy-a05-a055-4-128gb-light-green, Image: https://img.mta.ua/image/cache/data/foto/z843/843409/photos/Samsung-Galaxy-A05-A055-4128GB-40-Light-Green-01-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Samsung Galaxy A05 A055 4/128GB Light Green, Price: 4699, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/843409-smartfon-samsung-galaxy-a05-a055-4-128gb-light-green, Image: https://img.mta.ua/image/cache/data/foto/z843/843409/photos/Samsung-Galaxy-A05-A055-4128GB-40-Light-Green-01-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Google Pixel 7 8/128GB Lemongrass Global, Price: 14789, Cashback: 111, Link: https://mta.ua/telefoni-ta-smartfoni/704870-smartfon-google-pixel-7-8-128gb-lemongrass, Image: https://img.mta.ua/image/cache/data/foto/z704/704870/photos/Google-Pixel-7-8128GB-83-Lemongrass-01-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Google Pixel 7 8/128GB Lemongrass Global, Price: 14789, Cashback: 111, Link: https://mta.ua/telefoni-ta-smartfoni/704870-smartfon-google-pixel-7-8-128gb-lemongrass, Image: https://img.mta.ua/image/cache/data/foto/z704/704870/photos/Google-Pixel-7-8128GB-83-Lemongrass-01-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Xiaomi Redmi Note 12S 8/256GB Onyx Black (Global), Price: 6549, Cashback: 49, Link: https://mta.ua/telefoni-ta-smartfoni/779176-smartfon-xiaomi-redmi-note-12s-8-256gb-onyx-black, Image: https://img.mta.ua/image/cache/data/foto/z779/779176/photos/Xiaomi-12S-8256GB-88-Onyx-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Xiaomi Redmi Note 12S 8/256GB Onyx Black (Global), Price: 6549, Cashback: 49, Link: https://mta.ua/telefoni-ta-smartfoni/779176-smartfon-xiaomi-redmi-note-12s-8-256gb-onyx-black, Image: https://img.mta.ua/image/cache/data/foto/z779/779176/photos/Xiaomi-12S-8256GB-88-Onyx-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Google Pixel 8a 8/128GB Porcelain (Global), Price: 18299, Cashback: 137, Link: https://mta.ua/telefoni-ta-smartfoni/909466-smartfon-google-pixel-8a-8-128gb-porcelain-global, Image: https://img.mta.ua/image/cache/data/foto/z909/909466/photos/Google-Pixel-8a-8128GB-27-Porcelain-01-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Google Pixel 8a 8/128GB Porcelain (Global), Price: 18299, Cashback: 137, Link: https://mta.ua/telefoni-ta-smartfoni/909466-smartfon-google-pixel-8a-8-128gb-porcelain-global, Image: https://img.mta.ua/image/cache/data/foto/z909/909466/photos/Google-Pixel-8a-8128GB-27-Porcelain-01-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Samsung Galaxy A05s A057 4/128GB Silver, Price: 5799, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/850004-smartfon-samsung-galaxy-a05s-a057-4-128gb-silver, Image: https://img.mta.ua/image/cache/data/foto/z850/850004/photos/Samsung-Galaxy-A05s-A057-4128GB-19-Silver-01-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Samsung Galaxy A05s A057 4/128GB Silver, Price: 5799, Cashback: , Link: https://mta.ua/telefoni-ta-smartfoni/850004-smartfon-samsung-galaxy-a05s-a057-4-128gb-silver, Image: https://img.mta.ua/image/cache/data/foto/z850/850004/photos/Samsung-Galaxy-A05s-A057-4128GB-19-Silver-01-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Xiaomi Redmi 13 8/256GB Midnight Black (Global), Price: 7499, Cashback: 56, Link: https://mta.ua/telefoni-ta-smartfoni/909897-smartfon-xiaomi-redmi-13-8-256gb-midnight-black-global, Image: https://img.mta.ua/image/cache/data/foto/z909/909897/photos/Xiaomi-Redmi-13-8256GB-21-Midnight-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Xiaomi Redmi 13 8/256GB Midnight Black (Global), Price: 7499, Cashback: 56, Link: https://mta.ua/telefoni-ta-smartfoni/909897-smartfon-xiaomi-redmi-13-8-256gb-midnight-black-global, Image: https://img.mta.ua/image/cache/data/foto/z909/909897/photos/Xiaomi-Redmi-13-8256GB-21-Midnight-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Xiaomi Poco X6 Pro 5G 12/512GB Gray (Global), Price: 16999, Cashback: 127, Link: https://mta.ua/telefoni-ta-smartfoni/861773-smartfon-xiaomi-poco-x6-pro-5g-12-512gb-gray-global, Image: https://img.mta.ua/image/cache/data/foto/z861/861773/photos/Xiaomi-Poco-X6-Pro-5G-12512GB-48-Gray-01-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Xiaomi Poco X6 Pro 5G 12/512GB Gray (Global), Price: 16999, Cashback: 127, Link: https://mta.ua/telefoni-ta-smartfoni/861773-smartfon-xiaomi-poco-x6-pro-5g-12-512gb-gray-global, Image: https://img.mta.ua/image/cache/data/foto/z861/861773/photos/Xiaomi-Poco-X6-Pro-5G-12512GB-48-Gray-01-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Sony Xperia 10 VI XQ-ES72 8/128GB Black, Price: 13249, Cashback: 99, Link: https://mta.ua/telefoni-ta-smartfoni/918478-smartfon-sony-xperia-10-vi-xq-es72-8-128gb-black, Image: https://img.mta.ua/image/cache/data/foto/z918/918478/photos/Sony-Xperia-10-VI-XQES72-8128GB-03-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Sony Xperia 10 VI XQ-ES72 8/128GB Black, Price: 13249, Cashback: 99, Link: https://mta.ua/telefoni-ta-smartfoni/918478-smartfon-sony-xperia-10-vi-xq-es72-8-128gb-black, Image: https://img.mta.ua/image/cache/data/foto/z918/918478/photos/Sony-Xperia-10-VI-XQES72-8128GB-03-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Nothing Phone (2a) 5G 8/128GB Black, Price: 13649, Cashback: 102, Link: https://mta.ua/telefoni-ta-smartfoni/882123-smartfon-nothing-phone-2a-5g-8-128gb-black, Image: https://img.mta.ua/image/cache/data/foto/z882/882123/photos/Nothing-Phone-2a-5G-8128GB-28-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Nothing Phone (2a) 5G 8/128GB Black, Price: 13649, Cashback: 102, Link: https://mta.ua/telefoni-ta-smartfoni/882123-smartfon-nothing-phone-2a-5g-8-128gb-black, Image: https://img.mta.ua/image/cache/data/foto/z882/882123/photos/Nothing-Phone-2a-5G-8128GB-28-Black-01-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Apple iPhone 15 Plus 128GB Blue, Price: 35699, Cashback: 178, Link: https://mta.ua/telefoni-ta-smartfoni/827083-smartfon-apple-iphone-15-plus-128gb-blue, Image: https://img.mta.ua/image/cache/data/foto/z827/827083/photos/Apple-iPhone-15-Plus-128GB-47-Blue-01-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Added item: Item: Смартфон Apple iPhone 15 Plus 128GB Blue, Price: 35699, Cashback: 178, Link: https://mta.ua/telefoni-ta-smartfoni/827083-smartfon-apple-iphone-15-plus-128gb-blue, Image: https://img.mta.ua/image/cache/data/foto/z827/827083/photos/Apple-iPhone-15-Plus-128GB-47-Blue-01-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
[2024-11-09 15:53:27 +0200] INFO: File processed: Initialized Item: Item: Смартфон Nothing Phone (2) 8/128GB Dark Gray, Price: 34999, Cashback: 175, Link: https://mta.ua/telefoni-ta-smartfoni/828454-smartfon-nothing-phone-2-8-128gb-dark-gray, Image: https://img.mta.ua/image/cache/data/foto/z828/828454/photos/Nothing-Phone-2-8128GB-50-Dark-Gray-01-228x228.jpg, Scraped At: 2024-11-09T13:53:23Z
